,date,bitcoin
164,2019-08-22,7.4652608080905445
165,2019-08-21,7.946890537644774
166,2019-08-20,7.706075672867659
167,2019-08-19,7.4652608080905445
168,2019-08-18,6.742816213759202
169,2019-08-17,6.742816213759202
170,2019-08-16,7.706075672867659
171,2019-08-15,8.910149996753232
172,2019-08-14,8.428520267199001
173,2019-08-13,7.946890537644774
174,2019-08-12,7.946890537644774
175,2019-08-11,6.742816213759202
176,2019-08-10,7.22444594331343
177,2019-08-09,7.706075672867659
178,2019-08-08,8.669335131976117
179,2019-08-07,9.39177972630746
180,2019-08-06,10.355039185415917
181,2019-08-05,10.595854050193031
182,2019-08-04,7.22444594331343
183,2019-08-03,7.22444594331343
184,2019-08-02,7.946890537644774
185,2019-08-01,7.4652608080905445
186,2019-07-31,7.4652608080905445
187,2019-07-30,7.4652608080905445
188,2019-07-29,7.706075672867659
189,2019-07-28,6.983631078536316
190,2019-07-27,7.706075672867659
191,2019-07-26,7.4652608080905445
192,2019-07-25,8.187705402421887
193,2019-07-24,8.428520267199001
194,2019-07-23,8.187705402421887
195,2019-07-22,7.946890537644774
196,2019-07-21,7.706075672867659
197,2019-07-20,7.706075672867659
198,2019-07-19,9.150964861530346
199,2019-07-18,10.355039185415917
200,2019-07-17,10.836668914970145
201,2019-07-16,10.836668914970145
202,2019-07-15,10.595854050193031
203,2019-07-14,8.669335131976117
204,2019-07-13,8.669335131976117
205,2019-07-12,10.114224320638803
206,2019-07-11,10.595854050193031
207,2019-07-10,11.318298644524374
208,2019-07-09,10.595854050193031
209,2019-07-08,9.632594591084574
210,2019-07-07,7.706075672867659
211,2019-07-06,8.187705402421887
212,2019-07-05,9.632594591084574
213,2019-07-04,10.355039185415917
214,2019-07-03,10.836668914970145
215,2019-07-02,12.040743238855718
216,2019-07-01,11.799928374078602
217,2019-06-30,10.114224320638803
218,2019-06-29,11.559113509301488
219,2019-06-28,15.412151345735317
220,2019-06-27,20.46926350605472
221,2019-06-26,24.081486477711437
222,2019-06-25,13.967262157072632
223,2019-06-24,12.281558103632833
224,2019-06-23,11.559113509301488
225,2019-06-22,17.097855399175117
226,2019-06-21,10.595854050193031
227,2019-06-20,8.187705402421887
228,2019-06-19,8.428520267199001
229,2019-06-18,9.632594591084574
230,2019-06-17,9.873409455861688
231,2019-06-16,8.910149996753232
232,2019-06-15,7.4652608080905445
233,2019-06-14,7.22444594331343
234,2019-06-13,6.502001348982088
235,2019-06-12,6.742816213759202
236,2019-06-11,6.742816213759202
237,2019-06-10,6.502001348982088
238,2019-06-09,6.020371619427859
239,2019-06-08,6.020371619427859
240,2019-06-07,7.22444594331343
241,2019-06-06,6.983631078536316
242,2019-06-05,7.706075672867659
243,2019-06-04,9.150964861530346
244,2019-06-03,7.4652608080905445
245,2019-06-02,6.983631078536316
246,2019-06-01,7.22444594331343
247,2019-05-31,8.669335131976117
248,2019-05-30,9.39177972630746
249,2019-05-29,8.51536657376727
250,2019-05-28,9.245255137233038
251,2019-05-27,10.705032264164569
252,2019-05-26,7.298885634657661
253,2019-05-25,6.812293259013817
254,2019-05-24,8.028774198123427
255,2019-05-23,8.028774198123427
256,2019-05-22,8.51536657376727
257,2019-05-21,9.001958949411113
258,2019-05-20,9.245255137233038
259,2019-05-19,9.001958949411113
260,2019-05-18,8.272070385945348
261,2019-05-17,10.948328451986491
262,2019-05-16,10.705032264164569
263,2019-05-15,11.921513203274179
264,2019-05-14,14.597771269315322
265,2019-05-13,12.651401766739944
266,2019-05-12,10.705032264164569
267,2019-05-11,10.218439888520725
268,2019-05-10,8.272070385945348
269,2019-05-09,7.785478010301505
270,2019-05-08,6.812293259013817
271,2019-05-07,6.5689970711918955
272,2019-05-06,5.839108507726129
273,2019-05-05,5.595812319904206
274,2019-05-04,5.839108507726129
275,2019-05-03,6.5689970711918955
276,2019-05-02,5.109219944260363
277,2019-05-01,4.86592375643844
278,2019-04-30,4.86592375643844
279,2019-04-29,5.109219944260363
280,2019-04-28,4.379331380794596
281,2019-04-27,4.379331380794596
282,2019-04-26,6.082404695548051
283,2019-04-25,6.082404695548051
284,2019-04-24,6.082404695548051
285,2019-04-23,7.0555894468357385
286,2019-04-22,5.352516132082284
287,2019-04-21,4.86592375643844
288,2019-04-20,5.109219944260363
289,2019-04-19,5.109219944260363
290,2019-04-18,5.352516132082284
291,2019-04-17,5.595812319904206
292,2019-04-16,5.839108507726129
293,2019-04-15,5.595812319904206
294,2019-04-14,4.622627568616519
295,2019-04-13,4.86592375643844
296,2019-04-12,5.595812319904206
297,2019-04-11,6.325700883369972
298,2019-04-10,6.325700883369972
299,2019-04-09,6.325700883369972
300,2019-04-08,6.812293259013817
301,2019-04-07,5.839108507726129
302,2019-04-06,5.595812319904206
303,2019-04-05,6.325700883369972
304,2019-04-04,8.272070385945348
305,2019-04-03,10.948328451986491
306,2019-04-02,10.461736076342646
307,2019-04-01,4.622627568616519
308,2019-03-31,3.6494428173288305
309,2019-03-30,3.8927390051507524
310,2019-03-29,4.622627568616519
311,2019-03-28,4.379331380794596
312,2019-03-27,4.622627568616519
313,2019-03-26,4.136035192972674
314,2019-03-25,4.136035192972674
315,2019-03-24,3.6494428173288305
316,2019-03-23,3.8927390051507524
317,2019-03-22,4.379331380794596
318,2019-03-21,4.622627568616519
319,2019-03-20,4.622627568616519
320,2019-03-19,4.86592375643844
321,2019-03-18,4.379331380794596
322,2019-03-17,3.8927390051507524
323,2019-03-16,4.136035192972674
324,2019-03-15,4.136035192972674
325,2019-03-14,4.136035192972674
326,2019-03-13,4.136035192972674
327,2019-03-12,4.379331380794596
328,2019-03-11,4.379331380794596
329,2019-03-10,4.136035192972674
330,2019-03-09,4.136035192972674
331,2019-03-08,4.136035192972674
332,2019-03-07,4.622627568616519
333,2019-03-06,4.622627568616519
334,2019-03-05,4.622627568616519
335,2019-03-04,4.622627568616519
336,2019-03-03,3.8927390051507524
337,2019-03-02,3.8927390051507524
338,2019-03-01,4.379331380794596
339,2019-02-28,4.379331380794596
340,2019-02-27,4.379331380794596
341,2019-02-26,4.622627568616519
342,2019-02-25,5.109219944260363
343,2019-02-24,5.839108507726129
344,2019-02-23,4.86592375643844
345,2019-02-22,4.86592375643844
346,2019-02-21,5.109219944260363
347,2019-02-20,5.352516132082284
348,2019-02-19,5.839108507726129
349,2019-02-18,5.352516132082284
350,2019-02-17,3.8927390051507524
351,2019-02-16,3.8927390051507524
352,2019-02-15,4.136035192972674
353,2019-02-14,4.379331380794596
354,2019-02-13,4.622627568616519
355,2019-02-12,4.379331380794596
356,2019-02-11,4.622627568616519
357,2019-02-10,4.379331380794596
358,2019-02-09,4.622627568616519
359,2019-02-08,5.109219944260363
360,2019-02-07,5.109219944260363
361,2019-02-06,5.109219944260363
362,2019-02-05,5.595812319904206
363,2019-02-04,4.86592375643844
364,2019-02-03,3.8927390051507524
365,2019-02-02,3.8927390051507524
366,2019-02-01,4.622627568616519
367,2019-01-31,4.622627568616519
368,2019-01-30,4.622627568616519
369,2019-01-29,5.109219944260363
370,2019-01-28,5.109219944260363
371,2019-01-27,4.136035192972674
372,2019-01-26,3.8927390051507524
373,2019-01-25,4.379331380794596
374,2019-01-24,4.622627568616519
375,2019-01-23,4.622627568616519
376,2019-01-22,4.622627568616519
377,2019-01-21,4.622627568616519
378,2019-01-20,4.379331380794596
379,2019-01-19,4.379331380794596
380,2019-01-18,4.622627568616519
381,2019-01-17,4.86592375643844
382,2019-01-16,5.109219944260363
383,2019-01-15,5.352516132082284
384,2019-01-14,5.352516132082284
385,2019-01-13,4.86592375643844
386,2019-01-12,4.622627568616519
387,2019-01-11,5.352516132082284
388,2019-01-10,6.5689970711918955
389,2019-01-09,5.595812319904206
390,2019-01-08,5.352516132082284
391,2019-01-07,5.352516132082284
392,2019-01-06,5.109219944260363
393,2019-01-05,4.622627568616519
394,2019-01-04,5.595812319904206
395,2019-01-03,5.839108507726129
396,2019-01-02,5.595812319904206
397,2019-01-01,5.109219944260363
398,2018-12-31,5.109219944260363
399,2018-12-30,5.36781535127914
400,2018-12-29,5.623425606101956
401,2018-12-28,6.2624512431589965
402,2018-12-27,6.1346461157475884
403,2018-12-26,6.1346461157475884
404,2018-12-25,6.3902563705704045
405,2018-12-24,6.645866625393221
406,2018-12-23,5.8790358609247715
407,2018-12-22,5.8790358609247715
408,2018-12-21,7.157087135038853
409,2018-12-20,7.796112772095893
410,2018-12-19,7.796112772095893
411,2018-12-18,7.157087135038853
412,2018-12-17,7.157087135038853
413,2018-12-16,5.623425606101956
414,2018-12-15,6.3902563705704045
415,2018-12-14,7.029282007627445
416,2018-12-13,6.5180614979818134
417,2018-12-12,6.2624512431589965
418,2018-12-11,6.645866625393221
419,2018-12-10,7.157087135038853
420,2018-12-09,6.5180614979818134
421,2018-12-08,7.029282007627445
422,2018-12-07,9.32977430103279
423,2018-12-06,7.284892262450262
424,2018-12-05,6.773671752804629
425,2018-12-04,6.901476880216036
426,2018-12-03,7.029282007627445
427,2018-12-02,5.495620478690547
428,2018-12-01,6.1346461157475884
429,2018-11-30,7.029282007627445
430,2018-11-29,7.668307644684485
431,2018-11-28,8.69074866397575
432,2018-11-27,9.074164046209974
433,2018-11-26,10.480020447735464
434,2018-11-25,10.09660506550124
435,2018-11-24,7.157087135038853
436,2018-11-23,7.668307644684485
437,2018-11-22,7.284892262450262
438,2018-11-21,9.96879993808983
439,2018-11-20,12.780512741140809
440,2018-11-19,8.946358918798566
441,2018-11-18,5.112205096456324
442,2018-11-17,5.495620478690547
443,2018-11-16,6.773671752804629
444,2018-11-15,8.946358918798566
445,2018-11-14,7.668307644684485
446,2018-11-13,4.984399969044915
447,2018-11-12,4.728789714222099
448,2018-11-11,3.961958949753651
449,2018-11-10,3.961958949753651
450,2018-11-09,4.856594841633507
451,2018-11-08,4.856594841633507
452,2018-11-07,5.112205096456324
453,2018-11-06,4.984399969044915
454,2018-11-05,5.36781535127914
455,2018-11-04,4.856594841633507
456,2018-11-03,4.089764077165059
457,2018-11-02,4.856594841633507
458,2018-11-01,4.856594841633507
459,2018-10-31,4.984399969044915
460,2018-10-30,4.984399969044915
461,2018-10-29,4.856594841633507
462,2018-10-28,3.8341538223422424
463,2018-10-27,4.089764077165059
464,2018-10-26,4.728789714222099
465,2018-10-25,4.856594841633507
466,2018-10-24,5.112205096456324
467,2018-10-23,4.856594841633507
468,2018-10-22,4.728789714222099
469,2018-10-21,4.217569204576466
470,2018-10-20,4.345374331987875
471,2018-10-19,4.856594841633507
472,2018-10-18,4.984399969044915
473,2018-10-17,4.984399969044915
474,2018-10-16,5.36781535127914
475,2018-10-15,6.2624512431589965
476,2018-10-14,4.600984586810691
477,2018-10-13,4.728789714222099
478,2018-10-12,5.495620478690547
479,2018-10-11,6.645866625393221
480,2018-10-10,5.112205096456324
481,2018-10-09,4.984399969044915
482,2018-10-08,4.856594841633507
483,2018-10-07,3.8341538223422424
484,2018-10-06,4.217569204576466
485,2018-10-05,4.728789714222099
486,2018-10-04,4.984399969044915
487,2018-10-03,5.112205096456324
488,2018-10-02,4.856594841633507
489,2018-10-01,4.856594841633507
490,2018-09-30,4.600984586810691
491,2018-09-29,4.473179459399283
492,2018-09-28,5.623425606101956
493,2018-09-27,5.36781535127914
494,2018-09-26,5.623425606101956
495,2018-09-25,5.623425606101956
496,2018-09-24,5.36781535127914
497,2018-09-23,4.856594841633507
498,2018-09-22,5.240010223867732
499,2018-09-21,6.1346461157475884
500,2018-09-20,5.7512307335133634
501,2018-09-19,5.495620478690547
502,2018-09-18,5.623425606101956
503,2018-09-17,5.623425606101956
504,2018-09-16,4.984399969044915
505,2018-09-15,5.112205096456324
506,2018-09-14,5.623425606101956
507,2018-09-13,6.5180614979818134
508,2018-09-12,6.773671752804629
509,2018-09-11,6.2624512431589965
510,2018-09-10,6.3902563705704045
511,2018-09-09,5.495620478690547
512,2018-09-08,5.7512307335133634
513,2018-09-07,6.773671752804629
514,2018-09-06,8.435138409152932
515,2018-09-05,7.796112772095893
516,2018-09-04,6.773671752804629
517,2018-09-03,6.00684098833618
518,2018-09-02,5.8790358609247715
519,2018-09-01,5.36781535127914
520,2018-08-31,5.623425606101956
521,2018-08-30,6.2624512431589965
522,2018-08-29,6.5180614979818134
523,2018-08-28,6.901476880216036
524,2018-08-27,5.8790358609247715
525,2018-08-26,5.112205096456324
526,2018-08-25,5.495620478690547
527,2018-08-24,5.8790358609247715
528,2018-08-23,6.1346461157475884
529,2018-08-22,6.773671752804629
530,2018-08-21,6.3902563705704045
531,2018-08-20,5.8790358609247715
532,2018-08-19,5.112205096456324
533,2018-08-18,5.495620478690547
534,2018-08-17,6.3902563705704045
535,2018-08-16,6.645866625393221
536,2018-08-15,7.284892262450262
537,2018-08-14,8.179528154330118
538,2018-08-13,6.773671752804629
539,2018-08-12,5.8790358609247715
540,2018-08-11,6.773671752804629
541,2018-08-10,6.901476880216036
542,2018-08-09,7.029282007627445
543,2018-08-08,8.179528154330118
544,2018-08-07,6.5180614979818134
545,2018-08-06,6.645866625393221
546,2018-08-05,5.8790358609247715
547,2018-08-04,6.3902563705704045
548,2018-08-03,6.645866625393221
549,2018-08-02,6.164319734420913
550,2018-08-01,6.5943885531014415
551,2018-07-31,7.0244573717819705
552,2018-07-30,6.737744825994951
553,2018-07-29,5.734250915740384
554,2018-07-28,6.020963461527403
555,2018-07-27,7.454526190462499
556,2018-07-26,7.597882463356009
557,2018-07-25,8.458020100717068
558,2018-07-24,9.174801465184615
559,2018-07-23,7.311169917568989
560,2018-07-22,5.734250915740384
561,2018-07-21,5.734250915740384
562,2018-07-20,6.737744825994951
563,2018-07-19,7.597882463356009
564,2018-07-18,8.744732646504087
565,2018-07-17,7.741238736249518
566,2018-07-16,6.020963461527403
567,2018-07-15,4.874113278379326
568,2018-07-14,5.160825824166346
569,2018-07-13,5.734250915740384
570,2018-07-12,6.020963461527403
571,2018-07-11,5.590894642846875
572,2018-07-10,6.020963461527403
573,2018-07-09,5.734250915740384
574,2018-07-08,5.304182097059855
575,2018-07-07,4.874113278379326
576,2018-07-06,5.590894642846875
577,2018-07-05,6.307676007314423
578,2018-07-04,6.020963461527403
579,2018-07-03,6.307676007314423
580,2018-07-02,6.5943885531014415
581,2018-07-01,5.734250915740384
582,2018-06-30,6.881101098888461
583,2018-06-29,7.741238736249518
584,2018-06-28,5.877607188633894
585,2018-06-27,6.164319734420913
586,2018-06-26,6.164319734420913
587,2018-06-25,6.737744825994951
588,2018-06-24,7.16781364467548
589,2018-06-23,6.307676007314423
590,2018-06-22,7.311169917568989
591,2018-06-21,5.877607188633894
592,2018-06-20,6.307676007314423
593,2018-06-19,6.307676007314423
594,2018-06-18,6.5943885531014415
595,2018-06-17,5.447538369953365
596,2018-06-16,5.734250915740384
597,2018-06-15,6.451032280207932
598,2018-06-14,7.741238736249518
599,2018-06-13,8.744732646504087
600,2018-06-12,7.884595009143028
601,2018-06-11,9.604870283865143
602,2018-06-10,7.311169917568989
603,2018-06-09,5.160825824166346
604,2018-06-08,5.877607188633894
605,2018-06-07,6.020963461527403
606,2018-06-06,6.020963461527403
607,2018-06-05,6.307676007314423
608,2018-06-04,6.164319734420913
609,2018-06-03,5.734250915740384
610,2018-06-02,5.734250915740384
611,2018-06-01,6.020963461527403
612,2018-05-31,6.307676007314423
613,2018-05-30,6.881101098888461
614,2018-05-29,7.16781364467548
615,2018-05-28,6.881101098888461
616,2018-05-27,6.020963461527403
617,2018-05-26,5.877607188633894
618,2018-05-25,6.881101098888461
619,2018-05-24,8.171307554930047
620,2018-05-23,8.601376373610577
621,2018-05-22,6.881101098888461
622,2018-05-21,6.5943885531014415
623,2018-05-20,5.877607188633894
624,2018-05-19,5.734250915740384
625,2018-05-18,7.0244573717819705
626,2018-05-17,6.881101098888461
627,2018-05-16,7.16781364467548
628,2018-05-15,7.311169917568989
629,2018-05-14,7.884595009143028
630,2018-05-13,6.737744825994951
631,2018-05-12,7.16781364467548
632,2018-05-11,9.031445192291104
633,2018-05-10,7.597882463356009
634,2018-05-09,7.311169917568989
635,2018-05-08,7.884595009143028
636,2018-05-07,8.171307554930047
637,2018-05-06,7.454526190462499
638,2018-05-05,7.884595009143028
639,2018-05-04,7.741238736249518
640,2018-05-03,8.027951282036538
641,2018-05-02,7.454526190462499
642,2018-05-01,7.741238736249518
643,2018-04-30,7.884595009143028
644,2018-04-29,7.311169917568989
645,2018-04-28,7.311169917568989
646,2018-04-27,8.171307554930047
647,2018-04-26,8.601376373610577
648,2018-04-25,10.178295375439184
649,2018-04-24,10.89507673990673
650,2018-04-23,9.174801465184615
651,2018-04-22,8.314663827823557
652,2018-04-21,8.314663827823557
653,2018-04-20,9.174801465184615
654,2018-04-19,9.031445192291104
655,2018-04-18,8.744732646504087
656,2018-04-17,8.601376373610577
657,2018-04-16,9.031445192291104
658,2018-04-15,8.314663827823557
659,2018-04-14,8.458020100717068
660,2018-04-13,11.325145558587257
661,2018-04-12,11.038433012800239
662,2018-04-11,8.888088919397596
663,2018-04-10,9.604870283865143
664,2018-04-09,9.891582829652162
665,2018-04-08,8.171307554930047
666,2018-04-07,8.888088919397596
667,2018-04-06,11.038433012800239
668,2018-04-05,10.75172046701322
669,2018-04-04,10.034939102545673
670,2018-04-03,10.465007921226201
671,2018-04-02,11.61185810437428
672,2018-04-01,10.75172046701322
673,2018-03-31,10.034939102545673
674,2018-03-30,13.618845924883413
675,2018-03-29,12.041926923054806
676,2018-03-28,10.034939102545673
677,2018-03-27,10.75172046701322
678,2018-03-26,12.041926923054806
679,2018-03-25,8.744732646504087
680,2018-03-24,8.458020100717068
681,2018-03-23,10.034939102545673
682,2018-03-22,10.60836419411971
683,2018-03-21,11.038433012800239
684,2018-03-20,11.468501831480769
685,2018-03-19,12.471995741735334
686,2018-03-18,13.045420833309375
687,2018-03-17,10.465007921226201
688,2018-03-16,11.61185810437428
689,2018-03-15,14.33562728935096
690,2018-03-14,12.615352014628845
691,2018-03-13,10.75172046701322
692,2018-03-12,11.325145558587257
693,2018-03-11,10.321651648332692
694,2018-03-10,10.321651648332692
695,2018-03-09,14.33562728935096
696,2018-03-08,12.758708287522353
697,2018-03-07,12.758708287522353
698,2018-03-06,11.468501831480769
699,2018-03-05,11.000000000000002
700,2018-03-04,10.0
701,2018-03-03,11.000000000000002
702,2018-03-02,11.000000000000002
703,2018-03-01,11.000000000000002
704,2018-02-28,12.0
705,2018-02-27,13.000000000000002
706,2018-02-26,13.000000000000002
707,2018-02-25,11.000000000000002
708,2018-02-24,12.0
709,2018-02-23,14.0
710,2018-02-22,15.0
711,2018-02-21,17.000000000000004
712,2018-02-20,16.0
713,2018-02-19,15.0
714,2018-02-18,16.0
715,2018-02-17,15.0
716,2018-02-16,16.0
717,2018-02-15,18.0
718,2018-02-14,17.000000000000004
719,2018-02-13,17.000000000000004
720,2018-02-12,18.0
721,2018-02-11,16.0
722,2018-02-10,18.0
723,2018-02-09,22.000000000000004
724,2018-02-08,25.0
725,2018-02-07,31.000000000000007
726,2018-02-06,48.0
727,2018-02-05,37.0
728,2018-02-04,22.000000000000004
729,2018-02-03,25.0
730,2018-02-02,38.0
731,2018-02-01,29.0
732,2018-01-31,22.000000000000004
733,2018-01-30,21.000000000000004
734,2018-01-29,20.0
735,2018-01-28,18.0
736,2018-01-27,19.0
737,2018-01-26,23.0
738,2018-01-25,23.0
739,2018-01-24,23.0
740,2018-01-23,26.000000000000004
741,2018-01-22,26.000000000000004
742,2018-01-21,23.0
743,2018-01-20,24.0
744,2018-01-19,30.0
745,2018-01-18,42.00000000000001
746,2018-01-17,59.00000000000001
747,2018-01-16,44.00000000000001
748,2018-01-15,22.000000000000004
749,2018-01-14,22.000000000000004
750,2018-01-13,24.0
751,2018-01-12,27.0
752,2018-01-11,33.0
753,2018-01-10,29.0
754,2018-01-09,28.0
755,2018-01-08,30.0
756,2018-01-07,26.000000000000004
757,2018-01-06,27.0
758,2018-01-05,30.0
759,2018-01-04,30.0
760,2018-01-03,32.0
761,2018-01-02,32.0
762,2018-01-01,26.000000000000004
763,2017-12-31,28.0
764,2017-12-30,33.0
765,2017-12-29,34.00000000000001
766,2017-12-28,39.0
767,2017-12-27,38.0
768,2017-12-26,40.0
769,2017-12-25,42.00000000000001
770,2017-12-24,47.00000000000001
771,2017-12-23,62.000000000000014
772,2017-12-22,100.0
773,2017-12-21,53.00000000000001
774,2017-12-20,70.0
775,2017-12-19,52.00000000000001
776,2017-12-18,48.0
777,2017-12-17,48.0
778,2017-12-16,42.00000000000001
779,2017-12-15,42.00000000000001
780,2017-12-14,47.00000000000001
781,2017-12-13,54.0
782,2017-12-12,60.0
783,2017-12-11,63.00000000000001
784,2017-12-10,55.0
785,2017-12-09,59.00000000000001
786,2017-12-08,88.00000000000001
787,2017-12-07,97.00000000000001
788,2017-12-06,47.00000000000001
789,2017-12-05,35.0
790,2017-12-04,35.0
791,2017-12-03,30.0
792,2017-12-02,30.0
793,2017-12-01,39.0
794,2017-11-30,52.00000000000001
795,2017-11-29,62.000000000000014
796,2017-11-28,38.0
797,2017-11-27,33.0
798,2017-11-26,24.0
799,2017-11-25,16.0
800,2017-11-24,16.0
801,2017-11-23,16.0
802,2017-11-22,17.000000000000004
803,2017-11-21,20.0
804,2017-11-20,19.0
805,2017-11-19,15.0
806,2017-11-18,16.0
807,2017-11-17,20.0
808,2017-11-16,18.0
809,2017-11-15,18.0
810,2017-11-14,17.000000000000004
811,2017-11-13,22.000000000000004
812,2017-11-12,25.0
813,2017-11-11,19.0
814,2017-11-10,20.0
815,2017-11-09,17.000000000000004
816,2017-11-08,18.0
817,2017-11-07,16.0
818,2017-11-06,17.000000000000004
819,2017-11-05,17.000000000000004
820,2017-11-04,17.000000000000004
821,2017-11-03,21.000000000000004
822,2017-11-02,25.0
823,2017-11-01,18.0
824,2017-10-31,15.0
825,2017-10-30,13.000000000000002
826,2017-10-29,11.000000000000002
827,2017-10-28,10.0
828,2017-10-27,12.0
829,2017-10-26,13.000000000000002
830,2017-10-25,13.000000000000002
831,2017-10-24,15.0
832,2017-10-23,14.0
833,2017-10-22,12.0
834,2017-10-21,15.0
835,2017-10-20,13.000000000000002
836,2017-10-19,11.000000000000002
837,2017-10-18,12.0
